id,y_true,old_pred,new_pred,category,baseline_model,candidate_model,probe
1818,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1847,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1853,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1873,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1875,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1882,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1886,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1898,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1905,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1911,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1917,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1918,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1927,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1945,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1956,0,0,1,new_fp,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1967,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1973,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1981,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1983,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1985,1,1,0,new_fn,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1992,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
1999,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2007,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2023,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2028,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2036,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2039,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2043,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2047,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2068,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2083,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2084,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2087,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2100,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2109,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2117,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2126,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2134,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2142,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2154,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2175,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2188,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2189,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2190,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2191,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2192,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2194,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2203,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2210,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2235,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2255,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2257,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2282,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2288,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2301,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2308,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2329,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2334,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2336,0,0,1,new_fp,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2351,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2373,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2374,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2385,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2387,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2395,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2396,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2398,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2400,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2408,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2409,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2412,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2417,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2418,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2437,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2442,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2453,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2455,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2456,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2486,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2499,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2505,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2520,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2528,1,1,0,new_fn,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2540,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2543,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2545,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2546,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2548,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2569,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2579,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2594,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2598,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2609,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2611,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2617,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2619,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2644,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2671,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2672,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2675,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2679,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2687,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2707,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2709,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2715,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2727,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2730,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2736,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2740,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2756,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2757,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2758,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2768,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2770,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2777,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2786,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2793,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2794,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2797,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2802,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2808,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2822,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2826,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2829,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2830,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2842,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2843,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2844,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2849,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2852,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2856,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2863,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2867,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2871,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2872,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2875,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2879,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2880,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2884,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2889,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2899,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2900,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2913,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2941,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2942,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2944,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2950,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2957,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2960,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2965,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2971,0,0,1,new_fp,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2983,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2993,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
2998,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3001,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3005,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3013,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3029,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3037,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3043,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3044,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3060,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3068,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3070,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3073,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3080,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3082,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3085,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3086,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3095,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3101,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3114,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3115,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3117,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3123,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3134,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3138,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3140,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3145,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3150,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3153,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3176,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3179,0,0,1,new_fp,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3183,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3185,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3188,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3193,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3197,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3200,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3201,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3235,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3240,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3245,0,0,1,new_fp,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3263,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3270,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3277,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3284,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3285,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3296,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3297,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3304,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3309,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3311,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3312,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3322,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3329,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3341,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3345,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3377,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3389,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3390,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3393,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3397,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3402,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3408,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3410,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3413,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3419,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3428,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3432,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3433,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3436,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3440,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3450,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3462,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3476,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3481,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3483,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3486,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3495,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3500,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3501,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3503,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3504,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3505,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3506,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3517,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3519,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3525,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3527,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3566,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
3570,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,no_vector_normalization,no_vector_normalization
